text,intent
i don t know how i could leave a comment about a service,general_support
i do not know what to do to acquire several damn products,order_status
there is an issue modifying my address,shipping_info
i try to check what payment payment modalities are accepted,payment_methods
i am not registered how do i create a account,account_help
check invoice 85632,payment_methods
check ur money back guarantee,return_refund
cancelling freemium account,account_help
getting invoices from one purchases ago,order_status
can i swap some items of purchase,order_status
do uhave a free damn no to talk to customer service,contact_support
help to receive the corporate newsletter,general_support
correcting data on pro account,account_help
update purchase00123842,order_status
i want support trying to change my address,shipping_info
can you help me to write a comment for your products,product_search
help me to retrieve my pin code,account_help
i don t know what i have to do to obtain a compensation,return_refund
i dont know what i need to do to speak with an agent,contact_support
could you tell me more about creating a platinum account,account_help
would it be possible to report issues with sign up,account_help
could you help me cancel purchase,order_cancel
assistance to retrieve my user pin,account_help
i want assistance to obtain reimbursements of money,return_refund
modifying information on gold account,account_help
i don t know how i can inform of problems with payments,payment_methods
is it possible to demand a damn compensation,return_refund
how can i cancel a platinum account,account_help
i m trying to see in what cases can i ask for my money back,return_refund
i do not know how i could speak to a damn person,contact_support
i need assistance to purchase some articles,order_status
how to notify of an issue with bloody signup,account_help
can i see the cancellation charges,general_support
i want to send my feedback i need assistance,general_support
can you help me to make a consumner complaint,general_support
why i cannot enter my secondary delivery address valid,shipping_info
i would like to get my invoice from how to do it,payment_methods
getting invoices from june,payment_methods
where to check the termination fees,general_support
i dont know what i need to do to chat with an agent,contact_support
modify information on premium account,account_help
cancel standard acount,account_help
i try to make an order,order_status
i want help canceling the corporate newsletter subscription,general_support
how can i write a comment about a service,general_support
problem with creating my freemium account,account_help
i want assistance acquiring several of ur product,order_status
i m trying to check ur payment modalitise,payment_methods
can ya help me to see my compensation current status,return_refund
i can t see the status of my subscription to your newsletter,general_support
i want help informingof troubles with online payments,payment_methods
i have to set my delivery address up i need assistance,shipping_info
how can i list the allowedd payment options,payment_methods
i want help to change the info on my user,account_help
i need to leave my feedback about a service,general_support
the shipping address has changed can you correct it,shipping_info
wanna see inwhich cases can i ask to be refunded i need help,return_refund
openng account,account_help
do you have a free phone number to contact customer service,contact_support
i need to speak with someone,contact_support
where can i receive reimbursements of my money,return_refund
i want help recovering the access key of my profile,account_help
can i see what payment payment modalities are available,payment_methods
list the allowed payment options,payment_methods
help informing of a problem with sign up,account_help
opening new standard account for daughter,account_help
i have to see in what cases can i request my money back,return_refund
need to leave feedback for a product,product_search
will umail me the bills from,payment_methods
assistance to request rebates,return_refund
i do not know how to enter a delivery address,shipping_info
will you show me the termination charge,general_support
i want assistance to recover my user profile pin,account_help
do you have a section to submit some feedback for a service,general_support
how do i buy some articles,order_status
can you help me to open a standard account,account_help
in what situations can i ask for reimbursements,return_refund
help me receive your newsletter,general_support
ehlp me get bill 12588,payment_methods
making customer claim against your company,general_support
i need assistance canceling roder,order_cancel
modify information on gold account,account_help
help checking my restitution status,return_refund
can you help me to talk to somebody,contact_support
opening new gold account,account_help
want help to see the shipping options,shipping_info
what do i need to do to file a claim,general_support
want assistance downloading the bill 12588,payment_methods
could uhelp me cancelin order,order_cancel
i expect a compendation of,return_refund
i need assistance to buy a few of ur item,order_status
i have tl talk to a live agent,contact_support
want assisance to speak with an operator,contact_support
i do not know how to reauest reimbursements,return_refund
question about the pin reset,account_help
i have to enter my new delivery address could you help m,shipping_info
i want to update the address i need assistance,shipping_info
find informationabout the termination of a freemium account,account_help
assistance canging my shipping address,shipping_info
closing platinum account,account_help
help me to check how long reimbursements usually take,return_refund
i try to reset the fucking key of my profile,account_help
i try to see in what cases can i request a reimbursement,return_refund
i dont know how i can set the new shipping address up,shipping_info
i have to see what hours customer support available is,contact_support
i have a trouble trying to update my address,shipping_info
can you help me seeing in which cases can i request refunds,return_refund
i need help to see what hours i can reach customer support,contact_support
i d like to check the allowed payment options how do i do it,payment_methods
i do not know how to retrieve my key,account_help
i am trying to notify of sign up problems,account_help
can you help me requesting a reimbursement,return_refund
i want help creating a account,account_help
can you help me to list the payment modalities,payment_methods
cnange info on standard account,account_help
can i check your payment modalities,payment_methods
assistance to write an opinionabout your company,general_support
help cancelling purchase,order_cancel
do you have a way to submit a review for your services,general_support
submitting service review,general_support
can you help me to remove my standard account,account_help
i do not know how i can submit feedback about a product,product_search
show me in which situations can i ask to be refunded,return_refund
my new delivery address isn t valid what should i do,shipping_info
information about cancel the subscription to the newsletter,general_support
i have to swap some products of purchase,order_status
i forgot my profile key help me retrieving it,account_help
i need to make a customer reclamation against your business,general_support
see order stats,order_status
changing information on premium account,account_help
i want help speaking to goddamn customer service,contact_support
i need help restoring my user key,account_help
how to report bloody troubles with online payments,payment_methods
help to speak with customer support,contact_support
what do i have to do to close a premium account,account_help
i no longer make use of my account help me close it,account_help
where do i check the withdrawal charges,general_support
can you help me to retrieve the access key of my user,account_help
cfan i check the cancellation fees,general_support
i want assistance to download the invoice 00108,payment_methods
where can i find information about the methods for shipment,shipping_info
assistance to inform of an issue with online payments,payment_methods
where to check your payment methods,payment_methods
seeing termination charge,general_support
assistyance to file a damn claim against ur organization,general_support
help me setting another delivery address up,shipping_info
help me make a complaint against ur business,general_support
i cannot enter a shipping address,shipping_info
how to see how soon can i expect my goddamn product,shipping_info
i have got to download the invoice 37777 how can i do it,payment_methods
i do not know what to do to ese the cancellation penalties,general_support
i have got to receive ur corporate newsletter,general_support
i want to check your regund policy help me,return_refund
i need help trying to upadte the shipping address,shipping_info
i haave to submit a secondary delivery address,shipping_info
want help to remove several products from purchase,order_status
change info on platinum account,account_help
i m trying to see at what time customer support available is,contact_support
where can i cancel the corporate newsletter subscription,general_support
how do i create a standard account for my daughter,account_help
help me to get the invoice fro,payment_methods
i don t know how to see when my item is going to arrive,shipping_info
assistance to check the early exit penalty,general_support
i need to see what hours i can call customer service,contact_support
where to find my invoices from,payment_methods
want help to check my reimbursement current status,return_refund
how can i hcange to the account,account_help
help me making a consumer claim against your company,general_support
i have got to see ur refund policy can uhelp me,return_refund
i try to chrck the current status of order,order_status
i can t find anything about the cancellation charge,general_support
i don t know how i can download my invoice 00108,payment_methods
i want help to send my feedback for your products,product_search
i do not know how i can see the current status of the refund,return_refund
i need to reset the pin code of my account,account_help
i need help listing the bloody payment methods,payment_methods
i cannot sign up to your corporate newsletter,account_help
help to purchase some articles,order_status
can you show me what damn payment methods are allowed,payment_methods
i dont know how to cncel purchase,order_cancel
need help to leave a comment for your productsa,product_search
i want assistance seeing what shipment methods are there,shipping_info
there are problems trying to edit the delivery address,shipping_info
i do not know how i can see the accepted payment options,payment_methods
help me talk to customer support,contact_support
i have to see the early termination penalties how to doo it,general_support
help me writing a comment for a service,general_support
inwhat situations can i ask to be reimbursed,return_refund
changing to standard account,account_help
i try to see if there are any news on my reimbursement,return_refund
in what situations can i ask for a refund,return_refund
i do not know how i can see order current satus,order_status
help getting my invoice 37777,payment_methods
where do i cancel my corporate newsletter subscription,general_support
i have to see in which cases can i request reimbursements,return_refund
help me lodge a customer claim against your business,general_support
i want help to check what shipping options i have,shipping_info
i want help to set my new delivery address up,shipping_info
take a quick look at the invoice 12588,payment_methods
help me canceling the account,account_help
i try to check what hours i can contact customer support,contact_support
i have to speak to customer assistance how to do it,contact_support
i need to send feedback for a product help me,product_search
can ya help me to check ur reimbursement policy,return_refund
can you help me change to the account,account_help
i need assistance cancelling purcjase,order_cancel
i want assistance to talk with a human agent,contact_support
i do not know how i can switch to the pro account,account_help
need help to report problems with a registratoon,account_help
making customer claim,general_support
i do not know what to do to reset the password of my profile,account_help
i have to check if there are any updates on the restitution,return_refund
why i cannot submit my shipping address valid,shipping_info
i dont know what i need to do to order an item,order_status
i don t know how i could notify of payment issues,payment_methods
want help to write a comment about a product,product_search
where do i see if there are any news on the rebate,return_refund
need assistance canceling order,order_cancel
need help seeing in what cases can i ask for a refund,return_refund
assistance shopping a few of ur product,order_status
i have problems with creating my freemium account,account_help
chcek bills from,payment_methods
i want assistance seeing ur accepted payment opotions,payment_methods
i don t know what i need to do to buy some of your article,order_status
what do i have to do to check my bill 00108,payment_methods
i have errors with my registration,account_help
i do not know how i can obtain refunds of money,return_refund
want help notifying of troubles with online payments,payment_methods
i do not know what i need to do to file a customer complaint,general_support
i do not know how to give a quick look at the invoice 00108,payment_methods
what do i have to do to cancel a premium account,account_help
assistance shopping several products,order_status
i want help reporting issues with a registration,account_help
i cant recover the key of my user profile,account_help
how to cancel the subscription to ur corporate newsletter,general_support
could you help me leaving my feedback,general_support
i do not know what i have to do to reset my user pin code,account_help
someone stole my user pass i want assistance to recover it,account_help
i expect a damn rebate of dollars,return_refund
is it possible to download my damn invoices from,payment_methods
assistance talking with an agent,contact_support
tell me about cancel the newsletter subscription,general_support
can you help me request compensations of money,return_refund
can ya help me seeing if there are any news on my refund,return_refund
i want assisatance seeing the allowed payment options,payment_methods
update info on premium account,account_help
how could i report errors with online payments,payment_methods
i dont know how i can retrieve the access key olf my account,account_help
need help downloading my invoices from,payment_methods
i dont know what to do to chat with a human agent,contact_support
i cant see the eta of purchase,order_status
i have to check in what cases can i request my money back,return_refund
how to see the options for shipping,shipping_info
i want help to see the payment modalities,payment_methods
do ya have an e mail to send a review for a service,general_support
i want to see the status of my rebate help me,return_refund
i am trying to receive a reimbursement,return_refund
where do i see the shipment methods,shipping_info
how do i see how soon can i expect the goddamn product,shipping_info
i do not know what i need to do to download invoice 37777,payment_methods
get ibll 12588,payment_methods
i want assistance calling customer support,contact_support
i want help to delete some products from order,order_status
need help to check the shipment methods,shipping_info
i have a trouble updating my shipping address,shipping_info
i need help ot file a complaint against your company,general_support
where to acquire several of your article,order_status
where do i take a quick look at my bill 12588,payment_methods
how do i demand a compensation of money,return_refund
another platinum account for father,account_help
i need assistance cancelling uprchase,order_cancel
want assistance asking for refunds of money,return_refund
i cannot track my restitution,return_refund
help me to request a rebate of my money,return_refund
i have got to subscribe to the newsletter how to do it,general_support
i do not know what i need to do to make na order,order_status
how to open a standard account,account_help
i paid for this product help to get a compensation,return_refund
i have got to see purchase current status,order_status
new account,account_help
i have paid for this article how to obtain a rebate,return_refund
i have got to check the early exit fee,general_support
i forgot my user password help me to reset it,account_help
can i track order,order_status
what do i need to do to correct my shippign address,shipping_info
i have issues entering a new shipping address,shipping_info
need help earning several of your article,order_status
i want to receive the company newsletter how could i do it,general_support
i don t know what i have to do to change to the account,account_help
where to leave a comment about your company,general_support
wanna cancel the company newsletter subscription help me,general_support
help me unsubscribe from your newsletter,general_support
issues setting up a secondary shipping address,shipping_info
can ya help me to lodge a consumer claim,general_support
how do i give a quick look at my invoice 00108,payment_methods
i want help to write a opinion for ur products,product_search
i want help to notify of an issue with payments,payment_methods
i have got to restore the pin of my user how to do it,account_help
i cannot set up my new shipping address,shipping_info
editing user data,account_help
how to buy some iterms,order_status
i want helo to check the cancellation fee,general_support
asxsistance receiving your newsletter,general_support
how do i check the status of my newsletter subscription,general_support
i do not know what i neerd to do to download my bill 12588,payment_methods
i want help to see aat what time i can call customer support,contact_support
chnge data on freemium account,account_help
what do i have to do to get the bill 85632,payment_methods
i want to retrieve the pw of my user account,account_help
i need assistance cancelling order,order_cancel
need to use the premium account,account_help
can uhelp me report problems with payments,payment_methods
i want to delete the goddamn pro account how can i do it,account_help
help to lodge a customer claim against ur organization,general_support
i do not know how to buy several of your product,order_status
i try to see order status,order_status
assistance using the bloody platinum profile,account_help
assistance to check hw soon can i expect the order,order_status
i don t know what to do ti see my invoice from,payment_methods
unsubscribe from your company newsletter,general_support
i have to file a consumer complaint,general_support
assistance changing to the freemium account,account_help
i want assistance reporting errors with a signup,account_help
i need help to locate order,order_status
i need help to see in which situations can i request refunds,return_refund
want support trying to upate my shipping address,shipping_info
how do i use the pro profile,account_help
i need assistance to check what payment options you accept,payment_methods
how can i inform of a trouble with payhments,payment_methods
i cant hcat with somebody,contact_support
i want help recovering my pin code,account_help
send me bill 85632,payment_methods
want assistance to see what shipment methods are there,shipping_info
how to see the early exit fees,general_support
i have got to ask for a rebate,return_refund
i don t know how i can order some of your product,order_status
i have to shop an article i need help,order_status
can ya help me speak to customer service,contact_support
give me information about the deletion of my standardaccount,account_help
is it possible to place a damn order from,order_status
i need help to ask for restitutions of my mone,return_refund
wanna check theavailable payment options,payment_methods
i don t know how to check the early exit charge,general_support
i want help speaking to customer service,contact_support
i have got to download my invoices from,payment_methods
i don t know what i need to do to make a customer complaint,general_support
i cannot change the addreas,shipping_info
need to inform of a sign up error,account_help
i try to notify of errors with online payment,payment_methods
new freemium account for wife,account_help
how do i sign up to thhe corporate newsletter,account_help
i want to create another bloody account i need help,account_help
check in which cases can i request refunds,return_refund
i don t know how i can check the withdrawal penalties,general_support
see what hours i can reach customer support,contact_support
i don t know how i can delete the freemium account,account_help
i want to leave feedback for a product,product_search
information about a deliveryaddress change,shipping_info
see what payment methods are available,payment_methods
i have got to inform of an issue with online payments,payment_methods
corrrect order,order_status
i have a problem with the removal of my account,account_help
check at what time i can reachy customer support,contact_support
i want to chat with a person,contact_support
how do i see ur accepted payment options,payment_methods
help me to send my feedback,general_support
i am calling to check when my order is going to arrive,order_status
need to change to the goddamn gold account could ya help me,account_help
is it possible to see when will my purchase arrive,order_status
create new bloody account,account_help
how do i check how long it takes for my item to arrive,shipping_info
were do i see the early termination charges,general_support
i have to receive the corporate newsletter could ya help me,general_support
can uhelp mne list the payment options,payment_methods
modifying details on gold account,account_help
i need assistance correcting the user info,account_help
i have to inform of damn payment errors how can i do it,payment_methods
i need to subscribe to the company newsletter,general_support
how could i reset the pin of my account,account_help
i don t know what i need to do to check bill 37777,payment_methods
help to report a registration problem,account_help
i have problems entering a different shipping address,shipping_info
assistance to see in what situations can i ask for a refund,return_refund
can you help me looking for my invoice 12588,payment_methods
assistance to inform of issues with payments,payment_methods
how to sends some feedback for ur products,product_search
do you have a free number to call cjstomer service,contact_support
change info on premium account,account_help
can you help me to use the gold profile,account_help
i am trying to check how soon can i expct my parcel,shipping_info
i don t know what to do to change to the premium account,account_help
can ya help me speaking to someone,contact_support
i need assistance opening a pro account for my daughter,account_help
where could i see when my order is gonna arrive,order_status
can you help me speak with an operator,contact_support
need help acquiring a few of your article,order_status
i need assistance tracking my reimbursement,return_refund
i have troubles trying to change my shipping address,shipping_info
i want information about changing the delivery address,shipping_info
where do i reset the password fo my user profile,account_help
can ya help me to inform of problems with sign up,account_help
i do not know what i need to do to buy some items,order_status
i don t know what i need to do to report a payment problem,payment_methods
what do i have to do to change an item of purchase,order_status
cancel account,account_help
create freemium account,account_help
help downloading invoice 37777,payment_methods
what do i need to do to make a goddamn complaint,general_support
i do not know how i can open a pro account for my fiance,account_help
where can i get information about modifying the address,shipping_info
i cannot speak with an assistant,contact_support
can i order frlm,order_status
i am looking for the delivery methods i need assistance,shipping_info
i have lost bill 00108 can ya show it to me,payment_methods
can i see the eta of the order,order_status
i have to locate order could i get some help,order_status
can ya help me inform of errors with online payment,payment_methods
can i see your available payment methods,payment_methods
my experience with uwas too bad help to file a reclqmation,general_support
i try to see in which cases can i request a reimbursement,return_refund
where to shop an item,order_status
check invoice from june,payment_methods
i have a question about the online registration,account_help
i want help to close the account,account_help
add something to order,order_status
assistance to list your acepted payment modalities,payment_methods
could i check if there is anything new on the compensation,return_refund
can you tell me the damn accepted payment methods,payment_methods
i have to enter a shipping address,shipping_info
i have to receive your corporate newsletter,general_support
i am trying to inform of payment problems,payment_methods
help trying to edit my delivery address,shipping_info
i want assistance seeing the withdrawal penalty,general_support
mldifying premium account,account_help
where do i leave a review for your services,general_support
can ya help me see the early termination fee,general_support
need help lpocating the bloody invoice from,payment_methods
how do i report signup problems,account_help
i do not know how i could cancel a account,account_help
i want help to modify purchase,order_status
i want help checking when my shipment is going to arrive,shipping_info
could ya help me receive a rebate,return_refund
i need information about the cancellation of my account,account_help
i want to send feedback about your company,general_support
there is an issue setting up the secondary delivery address,shipping_info
want help seeing the accepted payment methods,payment_methods
i can no longer afford order,order_cancel
i can t swap some products of order,order_status
i do not know how i can speak to an agent,contact_support
what do i have to do to sign up to the corporate newsletter,account_help
i want to talk with someone,contact_support
i have to leave my feedback for a product,product_search
getbills from,payment_methods
i want assistance to see your allowed payment modalties,payment_methods
i am calling to check what methods for delivery are there,shipping_info
wanna know about cancel the subscription to ur newsletter,general_support
help to swap a product of order,order_status
help me to see in which cases can i ask for a refund,return_refund
i cannot pseak to an operator,contact_support
i don t know how to inform of troubles with payment,payment_methods
i want to recover my account password,account_help
how to check the eta of order,order_status
i want to inform of an error with a damn signup,account_help
can i inform of rwgistration errors,account_help
could you give me information about an address correction,shipping_info
reporting payment issues,payment_methods
can you help me check how oson can i expect the parcel,shipping_info
can you give me information about the damn shipment options,shipping_info
i have a problem setting up the secondary delivery address,shipping_info
assistance getting my invoice 37777,payment_methods
i dont know what i need to do to obtain a refund of my money,return_refund
i need to contact customer service hoow can i do it,contact_support
can ya help me to see what shipment options i have,shipping_info
uarent being helpful how to chat with a agent,contact_support
i need help to notify of an error with payments,payment_methods
i need help to report problems with registrations,account_help
getting bill 37777,payment_methods
is it possible to check hwat payment methods ya accept,payment_methods
help me making a reclamation,general_support
where can i cancel my company newsletter subscription,general_support
i have to get the invoices from,payment_methods
i need help to see the status of my newsletter subscription,general_support
i don t know what to do to find the invoice 37777,payment_methods
how do i receive your newsletter,general_support
i do not know what i ned to do to speak with an agent,contact_support
i don t know what i need to do to notify of a sign up issue,account_help
what do i need to do to delete a goddamn gold account,account_help
can uhelp me lodge a customer complaint,general_support
i need assistance to cancel purchase,order_cancel
is there an address to send a comment about a product,product_search
assistance to contact customer support,contact_support
i cannot see the eta of the order,order_status
help checking at what time i can contact customer support,contact_support
is there a way to submit a comment for your services,general_support
i do not know what to do to obtain rebates,return_refund
i have to close the account,account_help
where can i check the termination penalties,general_support
i have to delete an item from order,order_status
how can i see the status of my subscription to ur newsletter,general_support
i don t know what i have to do to make a customer complaint,general_support
i don t know what to do to ertrieve the pin of my user,account_help
could you help me talking ot bloody customer service,contact_support
what are your allowed payment modalities,payment_methods
i have to see under what circumstances can i ask for refunds,return_refund
i exxpect a rebate of,return_refund
i need help to reset the pass of my account,account_help
i do not know how to speak with sommeone,contact_support
is there an e mail to send my feedbakc for ur products,product_search
i have got to speak with customer support how can i do it,contact_support
another standard accounmt for father,account_help
is it possible to talk to damn customer support,contact_support
can you hsow me how long it takes for the article to arrive,shipping_info
need assistance to earn an item,order_status
hwlp me remove the account,account_help
i need infrmation about the cancellation of my account,account_help
i want to see how soon can i expect my item,shipping_info
i have got to talk with somebody,contact_support
i am trying to add an article to order,order_status
i paid for a product help me to get a bloody rebate,return_refund
how do i speak to someone,contact_support
how do i make a reclamation against your company,general_support
i have a problem updating my delivery address,shipping_info
i have a problem trying to edit my shipping address,shipping_info
i want to see my compensation status i need help,return_refund
i don t know what i need to do to close a account,account_help
how do i demand a compensation of my money,return_refund
can you help me check what delivery methods are available,shipping_info
i cannot check if there is anything new on the reimbursement,return_refund
help me setting up another delivery address,shipping_info
i want help speaking to a person,contact_support
i would like to edit purchase how could i do it,order_status
is it possible to see if there are any updates on my refund,return_refund
i do not knoe how i can see when will my package arrive,shipping_info
acquire several products,order_status
i mlooking for shipping period can uhelp me find them,shipping_info
check in which situations can i request an refund,return_refund
need help with switching some articles of an order,order_status
where to acquire a few of ur item,order_status
i want help listing ur accepted apyment options,payment_methods
i want help checking how soon can i expect the order,order_status
troubles entering a secondary delivery address,shipping_info
what do i need to do to see bill 37777,payment_methods
i need help reporting problems with online payment,payment_methods
i need assistance acquiring several items,order_status
assistance to leave some feedback about a service,general_support
how can i ask for rebates of my money,return_refund
you are not being helpful can i speak to an operator,contact_support
i cant check ur moeny back guarantee,return_refund
is there an address to leave my feedback for a service,general_support
change to the platinum account,account_help
could i change to the goddamn standard account,account_help
i need assistance trying to edit my shipping address,shipping_info
switching to another account,account_help
i try to speak with an operator,contact_support
help me submitting my new delivery addres,shipping_info
want help speaking with a live agent,contact_support
can i change to the gold account,account_help
i want assistance notifyin of sign up problems,account_help
i do not know how to check how soon can i expect the parcel,shipping_info
i want to see how long it tyakes for my package to arrive,shipping_info
i need to leave feedback about your company,general_support
i need to check how long reimbursements take help me,return_refund
i do not know what to do to inform of problems with signup,account_help
i want help to reset my user profile pin code,account_help
i want assistance leaving some feedback for your services,general_support
help to close my acount,account_help
i have got to see how soon can i expect the fucking item,shipping_info
want assistance to retrieve the pin code of my user profile,account_help
how to give a quick look at the bill from,payment_methods
i don t know what i have to do to locate my invoice 00108,payment_methods
i want help to submit my secondary shipping address,shipping_info
i cant register can ya help me to report a signup error,account_help
i do not know how i can see my invoice 12588,payment_methods
want assistance to speak with someone,contact_support
need asistance to modify purchase,order_status
i don t know how to set up another delivery address,shipping_info
help to see what options for delivery i can choose,shipping_info
making purchase,order_status
i try to contact a live agent,contact_support
i have to shop a few of your product how could i do it,order_status
need to infomr of an error with registrations,account_help
what do i have to do to unsubscribe to your newsletter,general_support
i want to use the standard profile i need help,account_help
want help to enter my secondary shipping address,shipping_info
i don t know how i can check the early termination fees,general_support
i want assistance to subscribe to your company newsletter,general_support
i cannot switch to the account,account_help
i have to check the status of purchase,order_status
want assistance to make a reclamation against your business,general_support
modify info on premium account,account_help
help me shop several damn articles,order_status
updating order,order_status
i try to inform of a payment issue,payment_methods
i am calling to get my goddamn invoices from,payment_methods
can i enter a secondary shipping address,shipping_info
i have a question about canceling order,order_cancel
i need to check the payment methods how can i do it,payment_methods
i want assistance to report a problem with signup,account_help
i want assistance seeing howlong the shipment takes,shipping_info
new bloody pro account,account_help
i dont know how i can recover my user access key,account_help
could you help me seeing how soon can i expect the product,shipping_info
can you help me to make a complaint,general_support
i need a different bloody account can you create it,account_help
information about receiving ur company newsletter,general_support
i try to send feedback about ur services,general_support
i have got to check when will my parcel arrive i need help,shipping_info
deleting account,account_help
where to ask for a rebate of money,return_refund
i need assistance listing ur accepted payment modalities,payment_methods
assistance to speak with a live agent,contact_support
what do i need to do to get the invoice from the last month,payment_methods
i need to purchase a product how can i do it,order_status
i do not know how i could remove the account,account_help
i lost my user pin code assistance restoring it,account_help
modify data on freemium account,account_help
how could i file a claim against your organization,general_support
assistance seeing the eta of order,order_status
need help lodging a cutomer claim against your organization,general_support
i want assidtance to check the early exit penalty,general_support
i am trying to earn a product,order_status
would it be possible to check my compensation status,return_refund
i don t know what to do to download my invoice 12588,payment_methods
asxistance speaking with somebody,contact_support
help me check in which cases can i ask to be reimbursed,return_refund
i dont know how to get my invoices from,payment_methods
help me recovering the password of my account,account_help
help to check my invoice 12588,payment_methods
i need help to demand a compensation of money,return_refund
i have got to change to the standard account i need help,account_help
i need help cancelling puchase,order_cancel
i m experiencing a problem with my signup,account_help
i have got to use the premium profile,account_help
i don t know what i have to do to sign up to the newsletter,account_help
can uhelp me to inform of issues with payments,payment_methods
need help acquiring a few of ur product,order_status
i dont know how i could inform of an payment error,payment_methods
help me to locate the invoice 37777,payment_methods
i have a question about opening pro accounts,account_help
where to request a rebate,return_refund
seeing accepted payment modalities,payment_methods
want assistance solving an error with payment,payment_methods
i want help to notify oof issues with payment,payment_methods
i want help to lodge a consumer claim,general_support
i want help downloading my invoices from,payment_methods
can uhelp me retrieving my user password,account_help
i cant modify my delivery address,shipping_info
i do not know what i need to do to speak with a person,contact_support
i need help to submit a different shipping address,shipping_info
what do i have to do to talk with a live agent,contact_support
where can i inform of a damn sign up issue,account_help
you aren t helpful at all contact somebody,contact_support
close freemium account,account_help
how do i inform of an issue with a signup,account_help
see in what situations can i request my money back,return_refund
i haven t signed up i need to create a account,account_help
i need to edit the delivery address,shipping_info
i do not know how to notify of signup errors,account_help
i have to find my invoice 12588 how todo it,payment_methods
need help to create a account,account_help
how to see order status,order_status
can you help me write a comment about your products,product_search
creating user,account_help
assistance seeing how long it takes for my parcel to arrive,shipping_info
how can i check the current status of my restitution,return_refund
i want aswistance to set up the new delivery address,shipping_info
needc help checking the withdrawal fees,general_support
i do not know how to lodge a claim against your business,general_support
i want to contact an operator,contact_support
i have got to see when will my item arrive how do i do it,shipping_info
opening new platinum account,account_help
how do i list the accepted payment options,payment_methods
i dont know how i can reset my profile pin code,account_help
i want help submitting the shipping address,shipping_info
i have got to speak to a person,contact_support
i need help retrieving the pin of my user profile,account_help
need help touse the account,account_help
i cannotsubmit my shipping address,shipping_info
i expect a reimbursxement of,return_refund
i need help to see the early termination penalty,general_support
help me speaking with a person,contact_support
need to demand revates of my money,return_refund
can you help me get in touch with customer service,contact_support
i have issues correcting the address,shipping_info
i do not know what to do to check the termination penalties,general_support
where do i inform of a registration issue,account_help
help me sending my feedback aboutt your services,general_support
i have got to look for bill 85632,payment_methods
i am looking for information about a pro account removal,account_help
i do not know how to open a standard account,account_help
i want assistancee trying to modify my shipping address,shipping_info
information about the termination of my pro account,account_help
i have problems changing my address,shipping_info
chcek order current status,order_status
i bought some items cancel order,order_cancel
using gold account,account_help
assistance to enter my shipping address,shipping_info
help to see in what cases can i request to be refunded,return_refund
i have got to find invoice 37777,payment_methods
i need help to receive a compensation of money,return_refund
i have problems with the removal of my account,account_help
there is a problem submitting a new shipping address,shipping_info
assistance to check how soon can i expect my parcel,shipping_info
wanna change to the freemium account help me,account_help
i have lost my bill from find it for me,payment_methods
i do not have a standard account assistance registering,account_help
order 370795561790current status,order_status
i need help switching several items of order,order_status
where to lodge a complaint against your business,general_support
where to shop several products,order_status
i do not understand ya is it possible to speak to osmebody,contact_support
want help to find my bill from,payment_methods
i cannot speak to a perso,contact_support
where to report errors with online payment,payment_methods
i call to check when my delivery is going to arrive,shipping_info
i dont know how i can leave feedback,general_support
need help downloading the invoices from,payment_methods
i do not know how i could check the delivery methods,shipping_info
ineed help to restore the access key of my account,account_help
show me in which situations can i request to be refunded,return_refund
i don t know what i need to do to contact an operator,contact_support
would you give me information about cancelling orders,order_cancel
i don t know how i can see the cancellation penalty,general_support
i have to earn an article how can i do it,order_status
find information about the removal of my pro account,account_help
i dont know what i need to do to obtain rebates of money,return_refund
editting details on premium account,account_help
i xepect a refund of,return_refund
need assistance to enter my new shipping address,shipping_info
help me to open a account for my daughter,account_help
tell me about signingup to ur corporate newsletter,general_support
i want help updating order,order_status
consumer claim against your business,general_support
i need help seeing the status of my compensation,return_refund
how to use the account,account_help
i have got to check the status of my newsletter subscription,general_support
wanna add some articles to order,order_status
what do i need to do to inform of problems wiht payment,payment_methods
how do i locate order,order_status
want assistance getting a rebate,return_refund
how can i delete several ites from purchase,order_status
i cant talk to anassistant,contact_support
can you help me see what shipping options i have,shipping_info
how could icancel purchase,order_cancel
i dont know whag i have to do to see the termination penalty,general_support
can you help me editing the damn data on my user,account_help
wanna see ur refund policy how to do it,return_refund
i need to recover my profile password,account_help
i try to unsubscribe to ur companu newsletter,general_support
i have to see your fucking payment options how can i do it,payment_methods
where do i check the termination fees,general_support
i would like to speak with an assistant how do i do it,contact_support
how to report a problem with payment,payment_methods
assistance to talk to an agent,contact_support
i want assistance to see my invoice from,payment_methods
i don t know how to unsubscribe from your company newsletter,general_support
how do i see thne goddamn invoices from,payment_methods
i want assistance to change to the gold account,account_help
i cannot check the refund current status,return_refund
i do not know what i have to do to close a accoint,account_help
i want help seeing when will my item arrive,shipping_info
what is order current status,order_status
i have got to see how long the shipment takes i need help,shipping_info
showing me order current status,order_status
anybody available in customer support,contact_support
i have got to talk to a person,contact_support
i bought some bloody articles cancel order,order_cancel
report problems creating profile,account_help
help me to lodge a complaint against your business,general_support
